snippet,key_factor,version,prompt,tests_passed,tests_failed,tests_errors,man_tests_passed,man_tests_failed,man_tests_errors,Note
DualPivotQuickSort,KF2,v5,pKF1,38,0,0,,,,
DualPivotQuickSort,KF2,v5,pKF2,38,0,0,,,,
EditDistance,KF0,v0,nop,15,0,0,,,,
EditDistance,KF0,v1,pKF0,,,,,,,
EditDistance,KF0,v1,pKF1,15,0,0,,,,
EditDistance,KF0,v1,pKF2,15,0,0,,,,
EditDistance,KF0,v2,pKF0,,,,,,,
EditDistance,KF0,v2,pKF1,15,0,0,,,,
EditDistance,KF0,v2,pKF2,15,0,0,,,,
EditDistance,KF0,v3,pKF0,,,,,,,
EditDistance,KF0,v3,pKF1,15,0,0,,,,
EditDistance,KF0,v3,pKF2,15,0,0,,,,
EditDistance,KF0,v4,pKF0,,,,,,,
EditDistance,KF0,v4,pKF1,15,0,0,,,,
EditDistance,KF0,v4,pKF2,15,0,0,,,,
EditDistance,KF0,v5,pKF0,,,,,,,
EditDistance,KF0,v5,pKF1,15,0,0,,,,
EditDistance,KF0,v5,pKF2,15,0,0,,,,
EditDistance,KF1,v0,nop,,,,,,,
EditDistance,KF1,v1,pKF0,15,0,0,,,,
EditDistance,KF1,v1,pKF1,15,0,0,,,,
EditDistance,KF1,v1,pKF2,15,0,0,,,,
EditDistance,KF1,v2,pKF0,,,,,,,
EditDistance,KF1,v2,pKF1,15,0,0,,,,
EditDistance,KF1,v2,pKF2,15,0,0,,,,
EditDistance,KF1,v3,pKF0,,,,,,,
EditDistance,KF1,v3,pKF1,15,0,0,,,,
EditDistance,KF1,v3,pKF2,15,0,0,,,,
EditDistance,KF1,v4,pKF0,,,,,,,
EditDistance,KF1,v4,pKF1,15,0,0,,,,
EditDistance,KF1,v4,pKF2,15,0,0,,,,
EditDistance,KF1,v5,pKF0,,,,,,,
EditDistance,KF1,v5,pKF1,15,0,0,,,,
EditDistance,KF1,v5,pKF2,15,0,0,,,,
EditDistance,KF2,v0,nop,15,0,0,,,,
EditDistance,KF2,v1,pKF0,15,0,0,,,,
EditDistance,KF2,v1,pKF1,15,0,0,,,,
EditDistance,KF2,v1,pKF2,15,0,0,,,,
EditDistance,KF2,v2,pKF0,15,0,0,,,,
EditDistance,KF2,v2,pKF1,15,0,0,,,,
EditDistance,KF2,v2,pKF2,15,0,0,,,,
EditDistance,KF2,v3,pKF0,15,0,0,,,,
EditDistance,KF2,v3,pKF1,15,0,0,,,,
EditDistance,KF2,v3,pKF2,15,0,0,,,,
EditDistance,KF2,v4,pKF0,15,0,0,,,,
EditDistance,KF2,v4,pKF1,15,0,0,,,,
EditDistance,KF2,v4,pKF2,15,0,0,,,,
EditDistance,KF2,v5,pKF0,15,0,0,,,,
EditDistance,KF2,v5,pKF1,15,0,0,,,,
EditDistance,KF2,v5,pKF2,15,0,0,,,,
EggDropping,KF0,v0,nop,4,0,0,,,,
EggDropping,KF0,v1,pKF0,4,0,0,,,,
EggDropping,KF0,v1,pKF1,4,0,0,,,,
EggDropping,KF0,v1,pKF2,4,0,0,,,,
EggDropping,KF0,v2,pKF0,4,0,0,,,,
EggDropping,KF0,v2,pKF1,4,0,0,,,,
EggDropping,KF0,v2,pKF2,4,0,0,,,,
EggDropping,KF0,v3,pKF0,4,0,0,,,,
EggDropping,KF0,v3,pKF1,4,0,0,,,,
EggDropping,KF0,v3,pKF2,4,0,0,,,,
EggDropping,KF0,v4,pKF0,4,0,0,,,,
EggDropping,KF0,v4,pKF1,4,0,0,,,,
EggDropping,KF0,v4,pKF2,4,0,0,,,,
EggDropping,KF0,v5,pKF0,4,0,0,,,,
EggDropping,KF0,v5,pKF1,4,0,0,,,,
EggDropping,KF0,v5,pKF2,4,0,0,,,,
EggDropping,KF1,v0,nop,4,0,0,,,,
EggDropping,KF1,v1,pKF0,4,0,0,,,,
EggDropping,KF1,v1,pKF1,4,0,0,,,,
EggDropping,KF1,v1,pKF2,4,0,0,,,,
EggDropping,KF1,v2,pKF0,4,0,0,,,,
EggDropping,KF1,v2,pKF1,4,0,0,,,,
EggDropping,KF1,v2,pKF2,4,0,0,,,,
EggDropping,KF1,v3,pKF0,4,0,0,,,,
EggDropping,KF1,v3,pKF1,4,0,0,,,,
EggDropping,KF1,v3,pKF2,4,0,0,,,,
EggDropping,KF1,v4,pKF0,4,0,0,,,,
EggDropping,KF1,v4,pKF1,4,0,0,,,,
EggDropping,KF1,v4,pKF2,4,0,0,,,,
EggDropping,KF1,v5,pKF0,4,0,0,,,,
EggDropping,KF1,v5,pKF1,4,0,0,,,,
EggDropping,KF1,v5,pKF2,4,0,0,,,,
EggDropping,KF2,v0,nop,4,0,0,,,,
EggDropping,KF2,v1,pKF0,4,0,0,,,,
EggDropping,KF2,v1,pKF1,4,0,0,,,,
EggDropping,KF2,v1,pKF2,4,0,0,,,,
EggDropping,KF2,v2,pKF0,4,0,0,,,,
EggDropping,KF2,v2,pKF1,4,0,0,,,,
EggDropping,KF2,v2,pKF2,4,0,0,,,,
EggDropping,KF2,v3,pKF0,4,0,0,,,,
EggDropping,KF2,v3,pKF1,4,0,0,,,,
EggDropping,KF2,v3,pKF2,4,0,0,,,,
EggDropping,KF2,v4,pKF0,4,0,0,,,,
EggDropping,KF2,v4,pKF1,4,0,0,,,,
EggDropping,KF2,v4,pKF2,4,0,0,,,,
EggDropping,KF2,v5,pKF0,4,0,0,,,,
EggDropping,KF2,v5,pKF1,4,0,0,,,,
EggDropping,KF2,v5,pKF2,4,0,0,,,,
EulerMethod,KF0,v0,nop,9,0,0,,,,
EulerMethod,KF0,v1,pKF0,9,0,0,,,,
EulerMethod,KF0,v1,pKF1,9,0,0,,,,
EulerMethod,KF0,v1,pKF2,9,0,0,,,,
EulerMethod,KF0,v2,pKF0,9,0,0,,,,
EulerMethod,KF0,v2,pKF1,9,0,0,,,,
EulerMethod,KF0,v2,pKF2,9,0,0,,,,
EulerMethod,KF0,v3,pKF0,9,0,0,,,,
EulerMethod,KF0,v3,pKF1,9,0,0,,,,
EulerMethod,KF0,v3,pKF2,9,0,0,,,,
EulerMethod,KF0,v4,pKF0,9,0,0,,,,
EulerMethod,KF0,v4,pKF1,9,0,0,,,,
EulerMethod,KF0,v4,pKF2,9,0,0,,,,
EulerMethod,KF0,v5,pKF0,9,0,0,,,,
EulerMethod,KF0,v5,pKF1,9,0,0,,,,
EulerMethod,KF0,v5,pKF2,9,0,0,,,,
EulerMethod,KF1,v0,nop,9,0,0,,,,
EulerMethod,KF1,v1,pKF0,9,0,0,,,,
EulerMethod,KF1,v1,pKF1,9,0,0,,,,
EulerMethod,KF1,v1,pKF2,9,0,0,,,,
EulerMethod,KF1,v2,pKF0,9,0,0,,,,
EulerMethod,KF1,v2,pKF1,9,0,0,,,,
EulerMethod,KF1,v2,pKF2,9,0,0,,,,
EulerMethod,KF1,v3,pKF0,,,,,,,
EulerMethod,KF1,v3,pKF1,9,0,0,,,,
EulerMethod,KF1,v3,pKF2,9,0,0,,,,
EulerMethod,KF1,v4,pKF0,,,,,,,
EulerMethod,KF1,v4,pKF1,9,0,0,,,,
EulerMethod,KF1,v4,pKF2,9,0,0,,,,
EulerMethod,KF1,v5,pKF0,,,,,,,
EulerMethod,KF1,v5,pKF1,9,0,0,,,,
EulerMethod,KF1,v5,pKF2,9,0,0,,,,
EulerMethod,KF2,v0,nop,9,0,0,,,,
EulerMethod,KF2,v1,pKF0,9,0,0,,,,
EulerMethod,KF2,v1,pKF1,9,0,0,,,,
EulerMethod,KF2,v1,pKF2,9,0,0,,,,
EulerMethod,KF2,v2,pKF0,9,0,0,,,,
EulerMethod,KF2,v2,pKF1,9,0,0,,,,
EulerMethod,KF2,v2,pKF2,9,0,0,,,,
EulerMethod,KF2,v3,pKF0,9,0,0,,,,
EulerMethod,KF2,v3,pKF1,9,0,0,,,,
EulerMethod,KF2,v3,pKF2,9,0,0,,,,
EulerMethod,KF2,v4,pKF0,,,,,,,
EulerMethod,KF2,v4,pKF1,9,0,0,,,,
EulerMethod,KF2,v4,pKF2,9,0,0,,,,
EulerMethod,KF2,v5,pKF0,,,,,,,
EulerMethod,KF2,v5,pKF1,9,0,0,,,,
EulerMethod,KF2,v5,pKF2,9,0,0,,,,
FastInverseSqrt,KF0,v0,nop,,,,,,,
FastInverseSqrt,KF0,v1,pKF0,,,,,,,
FastInverseSqrt,KF0,v1,pKF1,,,,,,,
FastInverseSqrt,KF0,v1,pKF2,,,,,,,
FastInverseSqrt,KF0,v2,pKF0,,,,,,,
FastInverseSqrt,KF0,v2,pKF1,,,,,,,
FastInverseSqrt,KF0,v2,pKF2,,,,,,,
FastInverseSqrt,KF0,v3,pKF0,,,,,,,
FastInverseSqrt,KF0,v3,pKF1,,,,,,,
FastInverseSqrt,KF0,v3,pKF2,,,,,,,
FastInverseSqrt,KF0,v4,pKF0,,,,,,,
FastInverseSqrt,KF0,v4,pKF1,,,,,,,
FastInverseSqrt,KF0,v4,pKF2,,,,,,,
FastInverseSqrt,KF0,v5,pKF0,,,,,,,
FastInverseSqrt,KF0,v5,pKF1,,,,,,,
FastInverseSqrt,KF0,v5,pKF2,,,,,,,
FastInverseSqrt,KF1,v0,nop,,,,,,,
FastInverseSqrt,KF1,v1,pKF0,,,,,,,
FastInverseSqrt,KF1,v1,pKF1,,,,,,,
FastInverseSqrt,KF1,v1,pKF2,,,,,,,
FastInverseSqrt,KF1,v2,pKF0,,,,,,,
FastInverseSqrt,KF1,v2,pKF1,,,,,,,
FastInverseSqrt,KF1,v2,pKF2,,,,,,,
FastInverseSqrt,KF1,v3,pKF0,,,,,,,
FastInverseSqrt,KF1,v3,pKF1,,,,,,,
FastInverseSqrt,KF1,v3,pKF2,,,,,,,
FastInverseSqrt,KF1,v4,pKF0,,,,,,,
FastInverseSqrt,KF1,v4,pKF1,,,,,,,
FastInverseSqrt,KF1,v4,pKF2,,,,,,,
FastInverseSqrt,KF1,v5,pKF0,,,,,,,
FastInverseSqrt,KF1,v5,pKF1,,,,,,,
FastInverseSqrt,KF1,v5,pKF2,,,,,,,
FastInverseSqrt,KF2,v0,nop,,,,,,,
FastInverseSqrt,KF2,v1,pKF0,,,,,,,
FastInverseSqrt,KF2,v1,pKF1,,,,,,,
FastInverseSqrt,KF2,v1,pKF2,,,,,,,
FastInverseSqrt,KF2,v2,pKF0,,,,,,,
FastInverseSqrt,KF2,v2,pKF1,,,,,,,
FastInverseSqrt,KF2,v2,pKF2,,,,,,,
FastInverseSqrt,KF2,v3,pKF0,,,,,,,
FastInverseSqrt,KF2,v3,pKF1,,,,,,,
FastInverseSqrt,KF2,v3,pKF2,,,,,,,
FastInverseSqrt,KF2,v4,pKF0,,,,,,,
FastInverseSqrt,KF2,v4,pKF1,,,,,,,
FastInverseSqrt,KF2,v4,pKF2,,,,,,,
FastInverseSqrt,KF2,v5,pKF0,,,,,,,
FastInverseSqrt,KF2,v5,pKF1,,,,,,,
FastInverseSqrt,KF2,v5,pKF2,,,,,,,
FFTBluestein,KF0,v0,nop,,,,,,,
FFTBluestein,KF0,v1,pKF0,,,,,,,
FFTBluestein,KF0,v1,pKF1,,,,,,,
FFTBluestein,KF0,v1,pKF2,,,,,,,
FFTBluestein,KF0,v2,pKF0,,,,,,,
FFTBluestein,KF0,v2,pKF1,,,,,,,
FFTBluestein,KF0,v2,pKF2,,,,,,,
FFTBluestein,KF0,v3,pKF0,,,,,,,
FFTBluestein,KF0,v3,pKF1,,,,,,,
FFTBluestein,KF0,v3,pKF2,,,,,,,
FFTBluestein,KF0,v4,pKF0,,,,,,,
FFTBluestein,KF0,v4,pKF1,,,,,,,
FFTBluestein,KF0,v4,pKF2,,,,,,,
FFTBluestein,KF0,v5,pKF0,,,,,,,
FFTBluestein,KF0,v5,pKF1,,,,,,,
FFTBluestein,KF0,v5,pKF2,,,,,,,
FFTBluestein,KF1,v0,nop,,,,,,,
FFTBluestein,KF1,v1,pKF0,,,,,,,
FFTBluestein,KF1,v1,pKF1,,,,,,,
FFTBluestein,KF1,v1,pKF2,,,,,,,
FFTBluestein,KF1,v2,pKF0,,,,,,,
FFTBluestein,KF1,v2,pKF1,,,,,,,
FFTBluestein,KF1,v2,pKF2,,,,,,,
FFTBluestein,KF1,v3,pKF0,,,,,,,
FFTBluestein,KF1,v3,pKF1,,,,,,,
FFTBluestein,KF1,v3,pKF2,,,,,,,
FFTBluestein,KF1,v4,pKF0,,,,,,,
FFTBluestein,KF1,v4,pKF1,,,,,,,
FFTBluestein,KF1,v4,pKF2,,,,,,,
FFTBluestein,KF1,v5,pKF0,,,,,,,
FFTBluestein,KF1,v5,pKF1,,,,,,,
FFTBluestein,KF1,v5,pKF2,,,,,,,
FFTBluestein,KF2,v0,nop,,,,,,,
FFTBluestein,KF2,v1,pKF0,,,,,,,
FFTBluestein,KF2,v1,pKF1,,,,,,,
FFTBluestein,KF2,v1,pKF2,,,,,,,
FFTBluestein,KF2,v2,pKF0,,,,,,,
FFTBluestein,KF2,v2,pKF1,,,,,,,
FFTBluestein,KF2,v2,pKF2,,,,,,,
FFTBluestein,KF2,v3,pKF0,,,,,,,
FFTBluestein,KF2,v3,pKF1,,,,,,,
FFTBluestein,KF2,v3,pKF2,,,,,,,
FFTBluestein,KF2,v4,pKF0,,,,,,,
FFTBluestein,KF2,v4,pKF1,,,,,,,
FFTBluestein,KF2,v4,pKF2,,,,,,,
FFTBluestein,KF2,v5,pKF0,,,,,,,
FFTBluestein,KF2,v5,pKF1,,,,,,,
FFTBluestein,KF2,v5,pKF2,,,,,,,
Fibonacci,KF0,v0,nop,5,0,0,,,,
Fibonacci,KF0,v1,pKF0,,,,,,,
Fibonacci,KF0,v1,pKF1,,,,,,,
Fibonacci,KF0,v1,pKF2,,,,,,,
Fibonacci,KF0,v2,pKF0,,,,,,,
Fibonacci,KF0,v2,pKF1,,,,,,,
Fibonacci,KF0,v2,pKF2,,,,,,,
Fibonacci,KF0,v3,pKF0,,,,,,,
Fibonacci,KF0,v3,pKF1,,,,,,,
Fibonacci,KF0,v3,pKF2,,,,,,,
Fibonacci,KF0,v4,pKF0,,,,,,,
Fibonacci,KF0,v4,pKF1,,,,,,,
Fibonacci,KF0,v4,pKF2,,,,,,,
Fibonacci,KF0,v5,pKF0,,,,,,,
Fibonacci,KF0,v5,pKF1,,,,,,,
Fibonacci,KF0,v5,pKF2,,,,,,,
Fibonacci,KF1,v0,nop,,,,,,,
Fibonacci,KF1,v1,pKF0,,,,,,,
Fibonacci,KF1,v1,pKF1,,,,,,,
Fibonacci,KF1,v1,pKF2,,,,,,,
Fibonacci,KF1,v2,pKF0,,,,,,,
Fibonacci,KF1,v2,pKF1,,,,,,,
Fibonacci,KF1,v2,pKF2,,,,,,,
Fibonacci,KF1,v3,pKF0,,,,,,,
Fibonacci,KF1,v3,pKF1,,,,,,,
Fibonacci,KF1,v3,pKF2,,,,,,,
Fibonacci,KF1,v4,pKF0,,,,,,,
Fibonacci,KF1,v4,pKF1,,,,,,,
Fibonacci,KF1,v4,pKF2,,,,,,,
Fibonacci,KF1,v5,pKF0,,,,,,,
Fibonacci,KF1,v5,pKF1,,,,,,,
Fibonacci,KF1,v5,pKF2,,,,,,,
Fibonacci,KF2,v0,nop,5,0,0,,,,
Fibonacci,KF2,v1,pKF0,,,,,,,
Fibonacci,KF2,v1,pKF1,,,,,,,
Fibonacci,KF2,v1,pKF2,,,,,,,
Fibonacci,KF2,v2,pKF0,,,,,,,
Fibonacci,KF2,v2,pKF1,,,,,,,
Fibonacci,KF2,v2,pKF2,,,,,,,
Fibonacci,KF2,v3,pKF0,,,,,,,
Fibonacci,KF2,v3,pKF1,,,,,,,
Fibonacci,KF2,v3,pKF2,,,,,,,
Fibonacci,KF2,v4,pKF0,,,,,,,
Fibonacci,KF2,v4,pKF1,,,,,,,
Fibonacci,KF2,v4,pKF2,,,,,,,
Fibonacci,KF2,v5,pKF0,,,,,,,
Fibonacci,KF2,v5,pKF1,,,,,,,
Fibonacci,KF2,v5,pKF2,,,,,,,
FibonacciSearch,KF0,v0,nop,0,0,0,,,,
FibonacciSearch,KF0,v1,pKF0,0,0,0,,,,
FibonacciSearch,KF0,v1,pKF1,0,0,0,,,,
FibonacciSearch,KF0,v1,pKF2,0,0,0,,,,
FibonacciSearch,KF0,v2,pKF0,0,0,0,,,,
FibonacciSearch,KF0,v2,pKF1,0,0,0,,,,
FibonacciSearch,KF0,v2,pKF2,0,0,0,,,,
FibonacciSearch,KF0,v3,pKF0,0,0,0,,,,
FibonacciSearch,KF0,v3,pKF1,0,0,0,,,,
FibonacciSearch,KF0,v3,pKF2,0,0,0,,,,
FibonacciSearch,KF0,v4,pKF0,0,0,0,,,,
FibonacciSearch,KF0,v4,pKF1,0,0,0,,,,
FibonacciSearch,KF0,v4,pKF2,0,0,0,,,,
FibonacciSearch,KF0,v5,pKF0,0,0,0,,,,
FibonacciSearch,KF0,v5,pKF1,0,0,0,,,,
FibonacciSearch,KF0,v5,pKF2,0,0,0,,,,
FibonacciSearch,KF1,v0,nop,0,0,0,,,,
FibonacciSearch,KF1,v1,pKF0,0,0,0,,,,
FibonacciSearch,KF1,v1,pKF1,0,0,0,,,,
FibonacciSearch,KF1,v1,pKF2,0,0,0,,,,
FibonacciSearch,KF1,v2,pKF0,0,0,0,,,,
FibonacciSearch,KF1,v2,pKF1,0,0,0,,,,
FibonacciSearch,KF1,v2,pKF2,0,0,0,,,,
FibonacciSearch,KF1,v3,pKF0,0,0,0,,,,
FibonacciSearch,KF1,v3,pKF1,0,0,0,,,,
FibonacciSearch,KF1,v3,pKF2,0,0,0,,,,
FibonacciSearch,KF1,v4,pKF0,0,0,0,,,,
FibonacciSearch,KF1,v4,pKF1,0,0,0,,,,
FibonacciSearch,KF1,v4,pKF2,0,0,0,,,,
FibonacciSearch,KF1,v5,pKF0,0,0,0,,,,
FibonacciSearch,KF1,v5,pKF1,0,0,0,,,,
FibonacciSearch,KF1,v5,pKF2,0,0,0,,,,
FibonacciSearch,KF2,v0,nop,0,0,0,,,,
FibonacciSearch,KF2,v1,pKF0,0,0,0,,,,
FibonacciSearch,KF2,v1,pKF1,0,0,0,,,,
FibonacciSearch,KF2,v1,pKF2,0,0,0,,,,
FibonacciSearch,KF2,v2,pKF0,0,0,0,,,,
FibonacciSearch,KF2,v2,pKF1,0,0,0,,,,
FibonacciSearch,KF2,v2,pKF2,0,0,0,,,,
FibonacciSearch,KF2,v3,pKF0,0,0,0,,,,
FibonacciSearch,KF2,v3,pKF1,0,0,0,,,,
FibonacciSearch,KF2,v3,pKF2,0,0,0,,,,
FibonacciSearch,KF2,v4,pKF0,0,0,0,,,,
FibonacciSearch,KF2,v4,pKF1,0,0,0,,,,
FibonacciSearch,KF2,v4,pKF2,0,0,0,,,,
FibonacciSearch,KF2,v5,pKF0,0,0,0,,,,
FibonacciSearch,KF2,v5,pKF1,0,0,0,,,,
FibonacciSearch,KF2,v5,pKF2,0,0,0,,,,
FlashSort,KF0,v0,nop,199,0,0,,,,
FlashSort,KF0,v1,pKF0,199,0,0,,,,
FlashSort,KF0,v1,pKF1,199,0,0,,,,
FlashSort,KF0,v1,pKF2,199,0,0,,,,
FlashSort,KF0,v2,pKF0,199,0,0,,,,
FlashSort,KF0,v2,pKF1,199,0,0,,,,
FlashSort,KF0,v2,pKF2,199,0,0,,,,
FlashSort,KF0,v3,pKF0,199,0,0,,,,
FlashSort,KF0,v3,pKF1,199,0,0,,,,
FlashSort,KF0,v3,pKF2,199,0,0,,,,
FlashSort,KF0,v4,pKF0,199,0,0,,,,
FlashSort,KF0,v4,pKF1,199,0,0,,,,
FlashSort,KF0,v4,pKF2,199,0,0,,,,
FlashSort,KF0,v5,pKF0,199,0,0,,,,
FlashSort,KF0,v5,pKF1,199,0,0,,,,
FlashSort,KF0,v5,pKF2,199,0,0,,,,
FlashSort,KF1,v0,nop,,,,,,,
FlashSort,KF1,v1,pKF0,199,0,0,,,,
FlashSort,KF1,v1,pKF1,199,0,0,,,,
FlashSort,KF1,v1,pKF2,199,0,0,,,,
FlashSort,KF1,v2,pKF0,199,0,0,,,,
FlashSort,KF1,v2,pKF1,199,0,0,,,,
FlashSort,KF1,v2,pKF2,199,0,0,,,,
FlashSort,KF1,v3,pKF0,199,0,0,,,,
FlashSort,KF1,v3,pKF1,199,0,0,,,,
FlashSort,KF1,v3,pKF2,199,0,0,,,,
FlashSort,KF1,v4,pKF0,199,0,0,,,,
FlashSort,KF1,v4,pKF1,199,0,0,,,,
FlashSort,KF1,v4,pKF2,199,0,0,,,,
FlashSort,KF1,v5,pKF0,199,0,0,,,,
FlashSort,KF1,v5,pKF1,199,0,0,,,,
FlashSort,KF1,v5,pKF2,199,0,0,,,,
FlashSort,KF2,v0,nop,199,0,0,,,,
FlashSort,KF2,v1,pKF0,199,0,0,,,,
FlashSort,KF2,v1,pKF1,199,0,0,,,,
FlashSort,KF2,v1,pKF2,199,0,0,,,,
FlashSort,KF2,v2,pKF0,199,0,0,,,,
FlashSort,KF2,v2,pKF1,199,0,0,,,,
FlashSort,KF2,v2,pKF2,199,0,0,,,,
FlashSort,KF2,v3,pKF0,199,0,0,,,,
FlashSort,KF2,v3,pKF1,199,0,0,,,,
FlashSort,KF2,v3,pKF2,199,0,0,,,,
FlashSort,KF2,v4,pKF0,199,0,0,,,,
FlashSort,KF2,v4,pKF1,199,0,0,,,,
FlashSort,KF2,v4,pKF2,199,0,0,,,,
FlashSort,KF2,v5,pKF0,199,0,0,,,,
FlashSort,KF2,v5,pKF1,199,0,0,,,,
FlashSort,KF2,v5,pKF2,199,0,0,,,,
FloydWarshall,KF0,v0,nop,2,0,0,,,,
FloydWarshall,KF0,v1,pKF0,2,0,0,,,,
FloydWarshall,KF0,v1,pKF1,2,0,0,,,,
FloydWarshall,KF0,v1,pKF2,2,0,0,,,,
FloydWarshall,KF0,v2,pKF0,2,0,0,,,,
FloydWarshall,KF0,v2,pKF1,2,0,0,,,,
FloydWarshall,KF0,v2,pKF2,2,0,0,,,,
FloydWarshall,KF0,v3,pKF0,2,0,0,,,,
FloydWarshall,KF0,v3,pKF1,2,0,0,,,,
FloydWarshall,KF0,v3,pKF2,2,0,0,,,,
FloydWarshall,KF0,v4,pKF0,2,0,0,,,,
FloydWarshall,KF0,v4,pKF1,2,0,0,,,,
FloydWarshall,KF0,v4,pKF2,2,0,0,,,,
FloydWarshall,KF0,v5,pKF0,2,0,0,,,,
FloydWarshall,KF0,v5,pKF1,2,0,0,,,,
FloydWarshall,KF0,v5,pKF2,2,0,0,,,,
FloydWarshall,KF1,v0,nop,,,,,,,
FloydWarshall,KF1,v1,pKF0,2,0,0,,,,
FloydWarshall,KF1,v1,pKF1,2,0,0,,,,
FloydWarshall,KF1,v1,pKF2,,,,,,,
FloydWarshall,KF1,v2,pKF0,2,0,0,,,,
FloydWarshall,KF1,v2,pKF1,2,0,0,,,,
FloydWarshall,KF1,v2,pKF2,,,,,,,
FloydWarshall,KF1,v3,pKF0,2,0,0,,,,
FloydWarshall,KF1,v3,pKF1,2,0,0,,,,
FloydWarshall,KF1,v3,pKF2,,,,,,,
FloydWarshall,KF1,v4,pKF0,2,0,0,,,,
FloydWarshall,KF1,v4,pKF1,2,0,0,,,,
FloydWarshall,KF1,v4,pKF2,,,,,,,
FloydWarshall,KF1,v5,pKF0,2,0,0,,,,
FloydWarshall,KF1,v5,pKF1,2,0,0,,,,
FloydWarshall,KF1,v5,pKF2,,,,,,,
FloydWarshall,KF2,v0,nop,2,0,0,,,,
FloydWarshall,KF2,v1,pKF0,2,0,0,,,,
FloydWarshall,KF2,v1,pKF1,2,0,0,,,,
FloydWarshall,KF2,v1,pKF2,2,0,0,,,,
FloydWarshall,KF2,v2,pKF0,2,0,0,,,,
FloydWarshall,KF2,v2,pKF1,2,0,0,,,,
FloydWarshall,KF2,v2,pKF2,2,0,0,,,,
FloydWarshall,KF2,v3,pKF0,2,0,0,,,,
FloydWarshall,KF2,v3,pKF1,2,0,0,,,,
FloydWarshall,KF2,v3,pKF2,2,0,0,,,,
FloydWarshall,KF2,v4,pKF0,2,0,0,,,,
FloydWarshall,KF2,v4,pKF1,2,0,0,,,,
FloydWarshall,KF2,v4,pKF2,2,0,0,,,,
FloydWarshall,KF2,v5,pKF0,2,0,0,,,,
FloydWarshall,KF2,v5,pKF1,2,0,0,,,,
FloydWarshall,KF2,v5,pKF2,2,0,0,,,,
FordFulkerson,KF0,v0,nop,12,0,0,,,,
FordFulkerson,KF0,v1,pKF0,12,0,0,,,,
FordFulkerson,KF0,v1,pKF1,12,0,0,,,,
FordFulkerson,KF0,v1,pKF2,12,0,0,,,,
FordFulkerson,KF0,v2,pKF0,12,0,0,,,,
FordFulkerson,KF0,v2,pKF1,12,0,0,,,,
FordFulkerson,KF0,v2,pKF2,12,0,0,,,,
FordFulkerson,KF0,v3,pKF0,12,0,0,,,,
FordFulkerson,KF0,v3,pKF1,12,0,0,,,,
FordFulkerson,KF0,v3,pKF2,12,0,0,,,,
FordFulkerson,KF0,v4,pKF0,12,0,0,,,,
FordFulkerson,KF0,v4,pKF1,12,0,0,,,,
FordFulkerson,KF0,v4,pKF2,12,0,0,,,,
FordFulkerson,KF0,v5,pKF0,12,0,0,,,,
FordFulkerson,KF0,v5,pKF1,12,0,0,,,,
FordFulkerson,KF0,v5,pKF2,12,0,0,,,,
FordFulkerson,KF1,v0,nop,12,0,0,,,,
FordFulkerson,KF1,v1,pKF0,12,0,0,,,,
FordFulkerson,KF1,v1,pKF1,12,0,0,,,,
FordFulkerson,KF1,v1,pKF2,12,0,0,,,,
FordFulkerson,KF1,v2,pKF0,12,0,0,,,,
FordFulkerson,KF1,v2,pKF1,12,0,0,,,,
FordFulkerson,KF1,v2,pKF2,12,0,0,,,,
FordFulkerson,KF1,v3,pKF0,12,0,0,,,,
FordFulkerson,KF1,v3,pKF1,12,0,0,,,,
FordFulkerson,KF1,v3,pKF2,12,0,0,,,,
FordFulkerson,KF1,v4,pKF0,12,0,0,,,,
FordFulkerson,KF1,v4,pKF1,12,0,0,,,,
FordFulkerson,KF1,v4,pKF2,12,0,0,,,,
FordFulkerson,KF1,v5,pKF0,12,0,0,,,,
FordFulkerson,KF1,v5,pKF1,12,0,0,,,,
FordFulkerson,KF1,v5,pKF2,12,0,0,,,,
FordFulkerson,KF2,v0,nop,12,0,0,,,,
FordFulkerson,KF2,v1,pKF0,12,0,0,,,,
FordFulkerson,KF2,v1,pKF1,12,0,0,,,,
FordFulkerson,KF2,v1,pKF2,12,0,0,,,,
FordFulkerson,KF2,v2,pKF0,12,0,0,,,,
FordFulkerson,KF2,v2,pKF1,12,0,0,,,,
FordFulkerson,KF2,v2,pKF2,12,0,0,,,,
FordFulkerson,KF2,v3,pKF0,12,0,0,,,,
FordFulkerson,KF2,v3,pKF1,12,0,0,,,,
FordFulkerson,KF2,v3,pKF2,12,0,0,,,,
FordFulkerson,KF2,v4,pKF0,12,0,0,,,,
FordFulkerson,KF2,v4,pKF1,12,0,0,,,,
FordFulkerson,KF2,v4,pKF2,12,0,0,,,,
FordFulkerson,KF2,v5,pKF0,12,0,0,,,,
FordFulkerson,KF2,v5,pKF1,12,0,0,,,,
FordFulkerson,KF2,v5,pKF2,12,0,0,,,,
FractionalKnapsack,KF0,v0,nop,3,0,0,,,,
FractionalKnapsack,KF0,v1,pKF0,3,0,0,,,,
FractionalKnapsack,KF0,v1,pKF1,3,0,0,,,,
FractionalKnapsack,KF0,v1,pKF2,3,0,0,,,,
FractionalKnapsack,KF0,v2,pKF0,3,0,0,,,,
FractionalKnapsack,KF0,v2,pKF1,3,0,0,,,,
FractionalKnapsack,KF0,v2,pKF2,3,0,0,,,,
FractionalKnapsack,KF0,v3,pKF0,3,0,0,,,,
